,id,guest_id,rating,review,is_anonymous,reservation_id,scores_accuracy,scores_check_in,scores_cleanliness,scores_communication,scores_location,scores_value
586,575,600,9,"There are no words to explain how blissful our stay at Kathys apartment was.

From the first instance I dealt with Kathy she was an absolute pleasure to deal with. When we arrived Kathy had left us a detailed map and transport information about the surrounding area, which was amazing as we had two kids with us so all the help made it easier for us! Beautiful fluffy towels and linen made the experience all that more pleasureable.

The streets where we stayed were so beautiful with the older style house and the strip we walked down to for coffees and some dinner was amazing!! So many varieties of food along with a chemist and small convenient store..

I would definately give Kathy and her Glebe accommodation the thumbs and 5 stars... I could not fault anything about our experience..",FALSE,9,9,9,9,9,9,9
587,576,601,9,"We thoroughly enjoyed our time at 64 Toxteth Road, Glebe,Sydney. The charming house had so  much to offer. Comfortable beds, very functionable kitchen, sunny outdoor BBQ/eating area,clean bathroom/toilet facilities etc etc.Plenty of indoor space to spread out and relax.
Excellent location - few minutes walk to light rail to/from CBD if required or a $10 taxi fare alternative. Nearby Glebe Point Rd also boasting many restaurants,hotels and convenience stores.
Very quiet street and friendly neighbours.
Kathy lived up to her name with so many condiments on offer to compliment the meals we cooked!! We were encouraged to pick herbs and tomatoes etc from the front garden.The bottle of red left for us to enjoy was also apppreciated!
Would certainly recommend this property for a Sydney stay.",FALSE,9,9,9,9,9,9,9
588,577,602,8,"Well, being new to Airbnb I can tell you my parents and  I did not expect to be given the free rein to such a beautiful home for our stay in Sydney. This house  was a great location to use as a base whilst we were in town. The back yard was our favourite spot to unwind after a busy day sightseeing, and everything was close by, trains, buses, cafes etc. Gretchen made us feel welcome upon arrival and gave us the low down on the house and neighbourhood. My Parents who are in their 60’s had no problem with the stairs the main bedroom situated on the upper floor. This place was perfect from start to finish, thank you.",FALSE,8,8,8,8,8,8,8
589,578,603,10,"Gretchen was a great host.  She provided great and helpful guidelines about the house and the neighbourhood. We loved the neighbourhood...fun and funky, with a great vibe. The house was close to 2 train stations and numerous restaurants and cafes.  
My family of 4 enjoyed staying in Gretchen's beautiful home. We loved having a home base that was so comfortable. The kids loved being able to play with Lego and the friendly cats and my husband and I enjoyed cooking meals with our market bought produce in the beautiful kitchen.",FALSE,10,10,10,10,10,10,10
590,579,604,9,"Enjoyed our stay. Great place, close to grocery shops and public transport.",FALSE,9,9,9,9,9,9,9
591,580,605,8,"Great location. Very close to public transport- only 10 minutes to the city by train and 20 minutes to the airport by taxi. 
Nice little suburb to walk around with shops and places to eat nearby.",FALSE,8,8,8,8,8,8,8
592,581,606,9,"Had a great stay at Ruth's house the house was just as we imagined it cute and funky and most of all a home from home.
We met the family as we arrived and really glad we did as would hope to stay there again they were so warm and welcoming. There were 4 of us staying in the house and there was enough room for us all to have or own space or socialise together .
The house is in a great location just 2 min walk from newtown station.
Definitely hope to stay here again when next in Sydney.
Thank you Ruth and your lovely family xxxx",FALSE,9,9,9,9,9,9,9
593,582,607,9,Armelle and Pierre have a lovely clean home in a really great location!  They were great hosts and we enjoyed their company and we are very grateful for their tips for us when we go to Paris for the first time next year.,FALSE,9,9,9,9,9,9,9
594,583,608,10,"Armelle and Pierre are delightful, thoughtful, committed persons. They want you to feel happy in their house and you'll feel it. They both are creative, interesting, caring people genuinely interested in others.
Armelle and Pierre have been very helpful with tips on their area as restaurants, shops, transports...
They've made sure we got anything we might need : laundry, cakes, GPS...
We had an incredible time at their place as a happy conclusion to our honeymoon trip and only regretted that we couldn't stay longer ! Thank you !",FALSE,10,10,10,10,10,10,10
595,584,609,8,"Nous avons été très bien accueillis chez Armelle et Pierre. La chambre était assez grande pour 2 petits matelas gonflables pour nos jeunes enfants.
La maison est fonctionnelle et nous nous sommes sentis comme chez nous.
Les transports en commun (bus et Ferry boat) sont assez proche de la maison.",FALSE,8,8,8,8,8,8,8
596,585,610,9,"Pierre is an excellent host and in spite of the brief time spent in Sydney, could only marvel at the wonderful setting, view and neighborhood.  I was fortunate to have the stay at his house.  

Definite repeat but would hope to have more time to get to know the host better as well as take advantage of his knowledge of Sydney and environs. ",FALSE,9,9,9,9,9,9,9
597,586,611,10,"The description was accurate, it was close to Birkenhead Marina as requested. The view from the bedroom window was excellent.
Everything was clean and we were made quite welcome by the occupant, who was not the owner.",FALSE,10,10,10,10,10,10,10
598,587,612,9,Pierre is a wonderful host who made us feel very welcomed. We only stayed with Pierre for 1 night and had to leave early in the morning. The house is located close to Birkenhead Marina and overlooking the city and the water. Thank you Pierre and all the best!,FALSE,9,9,9,9,9,9,9
599,588,613,8,"The apartment is amazing and the views was incredible...I loved (Website hidden by Airbnb) located just 5 minutes by walking from Darling habour, Maritme museum, Sydney aquarium and Wild Life and about 10 minutes from the Rocks by foot either. I spent money only to use the ferry and go to Manly, Luna Park, Taronga Zoo. The host is lovable. Hope to see her again soon.",FALSE,8,8,8,8,8,8,8
600,611,636,9,Deborah was a super Host! The apartment was very nice and is well located. We will be back!,FALSE,9,9,9,9,9,9,9
601,590,615,9,"This is home away from home! :) I stayed for 2 weeks and had the best time. My room was cute & clean and I appreciated my own bathroom, little balcony, free Wifi and LOVED the stunning harbour bridge view! There is even a fantastic indoor pool and gym you may use, or could do running around the harbour site. The spacious kitchen and living room provide everything you may ask for: kitchen supplies, TV, comfy sofa...
...but the best part is still to come: the host. 5 stars for Ratih's wonderful hosting, she is a lovely person, would do anything to make you feel comfortable, show you around the neighbourhood and gives valuable tipps for caf'és, restaurants and other activities in Sydney.
I will definitely be back!",FALSE,9,9,9,9,9,9,9
